-1.181175552774162488e-02,2.058937735787758627e-01,-3.739921114643802308e-02,-1.352473755551263923e-01,-2.121296236763152432e-01,-1.215033038939343918e-01,-7.408996481118912403e-02,2.897249988941353327e-01,-6.845927018061320757e-02,9.128413699404783199e-02,-1.482957710624393244e-01,2.105786746410134858e-01,1.144717162408154798e-01,3.379277508140208774e-01,4.818918030899763810e-02,2.898146972623416584e-01,-3.038681293148957560e-02,-2.570621939122345045e-01,2.575936538527677788e-01,-1.962638071367942688e-02
-7.487829801577262911e-02,4.107666226401188170e-02,2.013266745380198064e-01,-2.222083071690265921e-01,1.913366573342989430e-01,1.134614016767284267e-01,1.108471788071448277e-01,2.318768264335119289e-01,3.097477564459504284e-01,1.315131813059181587e-01,5.170154488690752864e-02,1.546041995901856203e-01,5.491877511605391948e-02,1.434651052677049787e-01,-1.353887642684020176e-01,-1.053604816537982714e-02,3.431650520219227674e-01,-9.599655307769523749e-02,2.994751051328946034e-01,3.007532365894345916e-01
-2.256946214466211686e-01,-1.117759786292071011e-01,-1.481943155784928301e-01,1.183956377570551805e-01,-1.411314517828604898e-01,7.701756185475912286e-02,-1.086648211897779798e-01,-4.508151454959593574e-01,-1.968862862286199500e-01,1.220541858257222917e-02,-1.080227586746708296e-01,-2.330130975978925989e-01,-1.083990804410186193e-01,-4.604003353763108652e-02,2.340618555880280907e-02,-2.768854989828076207e-01,-4.317499222110701695e-01,1.671608046145191262e-01,-3.411111525244492348e-01,-3.530327741861329777e-02
-6.837531534489506291e-02,-9.040024646107050477e-03,1.308674911043768152e-01,1.746889172711535709e-01,-1.483288256126914784e-01,-8.775016375676507330e-02,9.838630522485349028e-02,-3.944768608220093342e-01,-2.429701731123963815e-01,6.033219084403413767e-04,-1.775875424616560061e-01,-4.346482733936106735e-01,9.087500174613773185e-02,-2.534445972765522193e-01,-1.412038680207831909e-01,-3.848165054934702956e-01,-1.769342533943826512e-01,4.270953347200264760e-01,-4.702247810688170437e-01,-1.687880930566132698e-01
-8.101088849785929857e-02,-1.209196133893759677e-02,1.578801899987695989e-01,1.596536164591484952e-01,-4.622647626268765880e-02,-2.662184402743443187e-02,-1.795360148748257056e-01,5.888005711244270052e-02,-9.270686937578825892e-02,-2.355731693592369447e-01,-9.149546743609479615e-02,3.375913300806323569e-01,1.075815021910485197e-01,-4.067868022533176198e-02,-1.401183757292265852e-01,2.329568719513241126e-01,3.121325912994153962e-01,7.598721971238532602e-02,7.861339712473318364e-02,3.538356100921383196e-01
1.440894364990900033e-02,1.021860463741336850e-01,1.532276406291355475e-01,-2.508712425933750101e-01,1.025499165687809994e-01,-9.538293157783819809e-02,-1.705436570572479160e-01,-3.527977361568150338e-01,-3.766005082064527443e-01,1.624723660415063053e-01,2.109094023970253251e-01,-3.502265519198374255e-01,9.175189479193539277e-02,-5.325060091882544144e-01,-1.361243168242050883e-01,-2.834962638354214248e-01,-2.640330027527346135e-01,4.794843341232919026e-02,-3.636839531569258099e-01,-4.879374173735905318e-01
1.256984784305547886e-01,-4.697028371254116652e-02,-1.658139107372920418e-01,1.241495100594701695e-01,8.453015167523728057e-02,-1.531391978557145594e-01,6.932669387117545989e-01,1.688334440427075478e+00,1.473762744903629018e+00,1.504755554992877331e-02,1.943160687813465237e-01,2.185184893745508283e+00,4.544709039951650570e-02,2.005888350532940123e+00,-8.657004218570646392e-02,1.812350547340497275e+00,1.923186787570791756e+00,-1.216973203431019196e-01,2.069597095701471101e+00,1.920547251924857424e+00
-1.734668757767285074e-01,5.854505023891609476e-03,-2.151801057536286560e-02,1.811104311698588931e-01,-1.142043077500857623e-01,-2.593268363834340742e-02,-9.249253631916849738e-02,1.480301837966563339e-01,3.211398360315631528e-01,1.243264733626616436e-01,7.148089523139378176e-02,1.112191330661130989e-01,2.337794772011256295e-02,2.892920512408975742e-01,-1.612977495428993546e-01,1.910965765819035711e-01,-6.988494246280459177e-03,1.132163206493332630e-01,1.647627940744660346e-01,3.458246015197830592e-01
6.123655244471095521e-02,3.548167795808711972e-02,-2.159292941507495733e-01,-1.786273007627342535e-01,-2.221137910323837394e-01,-2.066481755944878096e-01,1.090515367785921258e-01,2.254869030664148274e-02,4.319000263322569227e-02,1.398947259578781910e-01,7.901352386146083540e-02,1.607296795334748618e-01,-8.432781312751651270e-02,3.544307789509471007e-01,-1.429710460150081242e-01,6.863788356632559429e-02,7.014727429210628092e-03,-1.267322510691987481e-01,3.604989472381479598e-01,2.727343559874129131e-01
4.668753402880938992e-03,4.140972931535224534e-03,-1.780334473932147221e-01,8.134622676901731575e-02,-9.912246086247968047e-02,-1.941322456285840825e-01,4.670522313381617052e-01,3.227154176221418980e-01,9.038107297108692595e-02,-1.512977650658155759e-01,1.380011662517059978e-01,4.182123903150724020e-01,6.628775244628212771e-02,7.135904121499882236e-02,-1.709505414173357885e-01,5.137193498905743283e-01,7.399970024360731646e-02,2.508360962019464679e-01,-8.954882010247404434e-02,2.649691539969001863e-01
