-2.638420443603332610e-01,3.639438198535480118e-01,-8.922623773096287347e-02,-3.184471015913906133e-01
6.360544533967039948e-02,-2.857133613499631686e-01,3.404626271090692158e-01,-2.817323026353691917e-01
-9.353922424847822825e-02,-2.488510559009518563e-03,4.502158794204852432e-02,-6.165419210250425858e-02
-3.035750507628683370e-01,9.026320927722042420e-02,-2.232144703601424141e-01,-5.186030228812300163e-02
2.329225555883637500e-01,-1.467550077999258962e-01,2.847827535683646327e-01,2.128537842662244217e-01
1.512100882127022650e-01,-3.728688933521244198e-01,-9.676311595070109794e-02,2.408790218516729809e-01
-3.768462089124502978e-01,-6.571895862361630536e-02,-1.507001559649431555e-01,2.706979525249277041e-02
3.561305504560857704e-02,-3.066094533747382722e-01,-2.491271653342050085e-01,-2.148659931107101129e-01
-5.815588834312914734e-01,-4.461596740974530656e-02,4.313287555118129335e-01,3.373782151318091005e-01
-1.712951194079479766e-01,3.334406258278766605e-02,-4.423989422286542794e-01,1.332624625708861976e-01
3.428597246267239274e-01,1.864836038829109088e-01,4.090179991018765837e-01,-3.121915873878901922e-04
7.372622414373471850e-03,-3.063935147515259305e-01,-1.545388890548199667e-01,2.149210885623369371e-01
1.111202156117834933e-01,3.770439728876635588e-01,-1.793498283692543660e-01,-1.238758320725153184e-01
1.785106531799000307e-01,3.422387667802230804e-01,3.375895446321783289e-01,-1.116689831425720647e-01
-6.822668836216574939e-02,-3.074487816744789909e-02,-4.279485973801347432e-01,-3.191106671941047052e-02
2.647444465031246197e-01,3.336012483614855806e-01,-7.489862058977461712e-02,2.244690215839347802e-01
4.761517258894565896e-01,-2.748489913987528510e-01,-2.482960764156387778e-01,5.013332787974180554e-02
-8.770054618104017319e-02,1.778392301707454881e-01,-8.546341429198564543e-02,-3.177558467538931231e-01
-1.330063958008976810e-01,2.991164675568881992e-01,-2.894510668897319894e-01,2.927216780439714228e-01
2.268560134222289554e-02,-2.017773046880979443e-02,3.583522045083603058e-01,7.292039214750102583e-02
9.280385988429498689e-02,-2.618876217633216985e-01,1.509389823563604405e-01,-1.301622157909097244e-01
-2.483664312843372746e-01,-3.438169212467923064e-01,-6.461832200306232010e-02,-1.081217977748901021e-01
-2.438266644738766309e-01,-3.380133348054454312e-01,5.285012541004318470e-02,-3.237614660505993558e-01
2.612985920337690948e-01,-2.060281858199808358e-01,4.012918866712636423e-01,3.518008969725990864e-01
-2.229887186745453664e-01,2.713654538403174055e-01,2.192472193216187804e-01,1.697452965379329104e-01
7.868113713150519384e-02,-3.366639698073958104e-02,-3.294486912383222665e-01,-1.851565650136364483e-01
8.846284932821268931e-02,3.445143381680592087e-01,-1.259789705696925770e-02,3.269440712326445175e-01
-4.414739802732566276e-01,3.138233959986359844e-02,2.343084476558040807e-01,2.279284950843325497e-01
-1.291581276624347296e-01,-1.484433047093587088e-01,-1.258573423765731170e-01,-3.355624795192130860e-01
-5.716413525638906062e-02,1.016005236310900117e-01,-6.779144082041263508e-02,5.228881431065195845e-02
2.347753033729992334e-01,2.006671167037439307e-01,-1.657903003104837514e-01,-2.519490312401860208e-02
-4.652603633376408698e-01,-5.354224738056528182e-02,1.115846310473397607e-01,-2.136413514719985585e-01
-1.167907298206544014e-01,-3.320876420550620267e-01,-2.358129244250953549e-01,-1.853053145845891536e-01
-3.053432772681481944e-01,3.996660563598753574e-03,2.137625877888483239e-01,2.333425121143135605e-01
-1.319193050138643686e-01,1.023121820363551981e-01,-3.569478018570417244e-01,2.803635850672279717e-01
2.582665978788362682e-01,-1.499782398732501382e-02,8.612130535671592979e-02,-5.596586045756886119e-01
-9.391477517220088445e-02,3.711543845011185810e-02,1.478006090986683056e-03,2.725952110073440182e-02
-2.884860898064351975e-01,-3.283015581514648340e-01,7.021277722875274296e-01,4.645750367751564913e-01
-2.492022081873279116e-01,3.682525484008995487e-01,9.844556127814396707e-02,-1.237666276114401664e-01
2.580163655979709203e-01,2.529189390520091840e-01,3.145939357107718215e-01,8.204505529980374301e-02
-1.799721819639288067e-01,5.708839835995470346e-02,-1.836552415663348925e-01,3.288456968938799352e-01
-9.309641821768512016e-02,1.460397988610191988e-01,3.434683605859488176e-01,-9.088380583460482776e-02
-1.026856339321644274e-01,-2.484963524954859060e-01,2.671349965706100171e-01,-5.710765387092177348e-02
1.554253889386532916e-01,3.083345774666119699e-01,-8.161454770727193109e-02,2.019210343108777672e-01
-3.515522936596481296e-01,2.619371099642190392e-01,-2.680076997381608886e-02,4.464301718880828163e-02
-1.934801297321542546e-01,1.691260215891400021e-01,1.337585372614866486e-01,-2.465452263870911986e-01
2.098749292503731823e-01,-1.477292069686201859e-01,1.230879341225962903e-01,-2.611394391368689408e-02
7.685904085175060407e-02,4.685222959802157749e-01,-3.681497085454402823e-02,1.072113863579405441e-01
-2.559778036864986950e-01,-4.190744433514299594e-01,2.396918521221140519e-02,-2.323843917326952058e-01
-3.765360931078785556e-01,-2.269959095496029700e-01,3.529229753383736345e-02,2.550850814516307796e-01
-2.393335229979503820e-01,-6.287247145857426389e-01,-5.135652580128840378e-02,4.741056856131332653e-01
2.694633781714879731e-02,-3.154846258793369551e-01,2.566395959011762429e-01,7.680668612608891610e-02
-4.155538306872357673e-02,1.405179378782928923e-01,-5.061186474503492905e-01,1.872948095004274838e-01
1.549051009389471323e-01,1.424669578485296129e-01,-3.898624726424367720e-02,-5.061524452771014593e-01
3.180984333511481799e-01,1.252319319411253906e-01,-5.633287991534810524e-02,2.813113573728229788e-01
1.537231291778075326e-01,-1.567441416215229477e-01,4.007289083823777354e-01,-9.227304866802658878e-02
2.117155681578536397e-01,-3.886370579268055847e-01,-1.183062676769709165e-01,1.595026073896665675e-01
3.291546917841510767e-01,-1.743819931567629489e-01,-3.973375759374074834e-01,1.110374599287468483e-01
6.563618286382043310e-02,3.955228040906971082e-02,2.836660350264392783e-01,3.029774038794553759e-01
-3.460777318067450037e-01,-1.928118783355593502e-01,9.404191388171096941e-03,-2.692884978197379597e-01
5.226831032953574985e-01,-4.922277455614404440e-02,-2.537843177603473221e-01,-2.470759690596696923e-01
-3.312043906186764586e-01,1.047714137352598190e-01,1.321744273976458439e-01,-3.843072043963620676e-01
1.766930916037412203e-01,-1.632955028516974161e-01,2.462599784334973119e-01,2.215533498774661658e-01
1.526969451041270687e-01,-2.547006008476596778e-02,2.955164609429637435e-01,-3.449928400386147453e-01
3.448981035162279607e-01,1.621983193323709715e-01,-1.972339003783710742e-01,1.999310950587865066e-01
2.581584836605055333e-01,-4.929791519988144799e-01,-2.720788588405809866e-02,1.366741969665227763e-01
-2.870472073983216799e-01,2.032230797224908181e-01,-1.577469240117549687e-01,1.723833423611075347e-02
5.620700581102298227e-02,2.925136296975232655e-02,-3.856885609556962718e-02,4.879726491228390806e-02
2.745282841578458588e-01,-6.275078521106945695e-02,-2.387865239441822052e-01,-2.452213721388730172e-01
-1.041958680901860501e-01,2.591350194360174108e-01,3.209395443187884611e-01,3.094467217026318218e-01
1.871523430634050023e-01,1.388701208975438861e-01,-3.832134622692850989e-01,1.209668943492725884e-01
2.656228823614751877e-01,5.695782123954944431e-01,4.935762608806086305e-01,-1.728805015818674351e-01
-7.311271782830007504e-02,-3.820438887835966857e-01,2.299216784503463062e-01,-1.313718418973797986e-01
-8.509691365569727051e-02,-1.480095120934809272e-01,-2.062019919986143590e-01,3.198135415420294003e-01
1.992121609563418938e-01,3.190585346705763214e-01,-1.056055142206765302e-01,-4.193938288486358246e-02
-2.803125395223485250e-01,4.550918577868439535e-02,2.001422613857254673e-01,-1.824772597703627763e-01
5.021375765669072733e-02,1.646092896135195605e-01,1.952682430733276853e-01,3.048959608765737239e-01
-4.579386309630365144e-03,-2.774457815638848301e-01,-1.336506254431108209e-01,3.111776708901387578e-01
-2.373952795163931651e-01,-4.572663364675216835e-01,-4.134635616517032819e-01,1.127284393550869873e-01
1.610146517152578061e-01,3.360969428813971871e-01,2.083992706003939821e-01,1.992998286724537438e-01
-4.772306771979271944e-02,-3.629223746096847947e-01,-6.568595669352356170e-02,-2.890812129337192449e-01
1.656988751516087766e-01,2.685417253971409401e-01,2.034381111795404706e-01,-4.677771461969876254e-01
-1.359029521241883476e-01,4.391126175382878416e-01,1.567688013601921115e-01,4.800496679815828560e-02
1.038870832631745705e-01,-3.516266884365419898e-01,-3.414483871318303998e-01,6.212502527796567170e-02
-3.457123391568950321e-01,-9.533677301079003241e-01,2.940782101000202764e-01,-1.280922751518275005e-02
1.303100966879666422e-01,5.431625157542672305e-02,-1.421308030722663041e-01,4.051503893297490055e-01
2.269645429611660825e-01,2.746712259010177792e-01,-2.160916691425998348e-01,-1.880779387451170792e-01
