9.896848217897082911e-01,1.001986475921011088e+00,9.896848217971098149e-01,1.001986475928412723e+00,9.601214250988195087e-02,9.988232879621443405e-02,2.504759701946973616e-01,2.366209130753298973e-01,6.431967023116226256e-01,6.654832263417992388e-01,6.773506463449686910e-09,7.707667339132942105e-09,0.000000000000000000e+00,0.000000000000000000e+00,7.401534859185094947e-12,7.401534859185094947e-12
4.068896498883087354e+00,nan,4.068896498890588020e+00,nan,5.788330071286296175e-02,6.425768328494103898e-02,1.975735267872952006e-01,1.963092074629800565e-01,3.813439666677849171e+00,nan,4.705079858820776537e-09,6.574583747056531363e-09,0.000000000000000000e+00,0.000000000000000000e+00,7.500358567398668337e-12,7.500358567398668337e-12
nan,nan,nan,nan,2.524597285692004728e-02,2.682013271065537136e-02,1.807841983996102964e-01,1.782533154553500310e-01,nan,nan,3.263019573791595870e-09,5.622883936821553223e-09,0.000000000000000000e+00,0.000000000000000000e+00,7.765807943866206588e-12,7.765807943866206588e-12
nan,nan,nan,nan,1.129111825636272895e-02,1.081168447420387257e-02,1.683065665634187191e-01,1.724328901575294393e-01,nan,nan,2.769201451631589727e-09,4.030359869008222613e-09,0.000000000000000000e+00,0.000000000000000000e+00,7.878807126067849766e-12,7.878807126067849766e-12
nan,nan,nan,nan,2.189823545160873939e-03,1.942540281600054668e-03,1.683938063853247236e-01,3.322644513852923698e-01,nan,nan,1.663545986883770784e-09,1.889036244671422815e-09,0.000000000000000000e+00,0.000000000000000000e+00,7.973644020892731847e-12,7.973644020892731847e-12
nan,nan,nan,nan,7.062311213010555528e-04,6.547655581100824242e-04,1.646444225967259867e-01,2.037340871101733786e-01,nan,nan,8.157318704873466836e-10,1.169745512542804565e-09,0.000000000000000000e+00,0.000000000000000000e+00,7.959282624860889354e-12,7.959282624860889354e-12
nan,nan,nan,nan,3.646200609085088837e-04,4.124887369918038191e-04,1.627468064052860763e-01,1.624232241908169505e-01,nan,nan,5.732472078090179053e-10,8.273164757135007738e-10,0.000000000000000000e+00,0.000000000000000000e+00,7.962792188095136146e-12,7.962792188095136146e-12
nan,nan,nan,nan,3.751256344692000758e-04,3.496599476691421011e-04,1.589853171145892974e-01,1.623665269036082270e-01,nan,nan,4.745907045520959148e-10,6.870104140932897730e-10,0.000000000000000000e+00,0.000000000000000000e+00,7.963868042507121097e-12,7.963868042507121097e-12
nan,nan,nan,nan,2.865537951828224126e-04,3.119985051651517514e-04,1.561181706133229485e-01,1.617002795348236599e-01,nan,nan,4.898099803003888827e-10,7.072846903846748305e-10,0.000000000000000000e+00,0.000000000000000000e+00,7.960309893909425911e-12,7.960309893909425911e-12
nan,nan,nan,nan,2.436392943129805108e-04,2.834428821318199163e-04,1.616547939893386854e-01,1.648508861132267633e-01,nan,nan,4.456852532942643920e-10,6.437006504391305009e-10,0.000000000000000000e+00,0.000000000000000000e+00,7.961172924089321165e-12,7.961172924089321165e-12
nan,nan,nan,nan,2.557478335109831234e-04,2.563764980307630596e-04,1.623107990056698868e-01,1.644967940952161145e-01,nan,nan,4.114284387773366066e-10,6.418142726347051599e-10,0.000000000000000000e+00,0.000000000000000000e+00,7.960144253332772158e-12,7.960144253332772158e-12
nan,nan,nan,nan,2.235936689383335573e-04,2.329944712818283808e-04,1.658640616189234196e-01,1.676813026439783749e-01,nan,nan,4.745043003446763291e-10,6.189350612700588530e-10,0.000000000000000000e+00,0.000000000000000000e+00,7.961549876384297727e-12,7.961549876384297727e-12
