1.835974171804237165e-01,1.959076815294708562e-01,1.835974171878592964e-01,1.959076815369064362e-01,9.299350797890132414e-02,9.920356015083853229e-02,9.015986540412825045e-02,9.618351216711699958e-02,4.440367720985448504e-04,5.206017327379613285e-04,7.025295609840639326e-09,7.478777358541708211e-09,0.000000000000000000e+00,0.000000000000000000e+00,7.435590295544236127e-12,7.435590295544236127e-12
1.331093349733906972e-01,1.269230194753374064e-01,1.331093349809554793e-01,1.269230194829021885e-01,6.664717483896194505e-02,6.362722021660156824e-02,6.424639222234278246e-02,6.133958106861539528e-02,2.215762170792993924e-03,1.956211769660363888e-03,5.741292958239499596e-09,6.420460093841592369e-09,0.000000000000000000e+00,0.000000000000000000e+00,7.564794437547916555e-12,7.564794437547916555e-12
4.489228301299365287e-02,4.618145259392728019e-02,4.489228302086330225e-02,4.618145260179692957e-02,2.002972489004215331e-02,2.079492062586238768e-02,1.917998363292815547e-02,1.995995379718758581e-02,5.682569924641789512e-03,5.426573220312854405e-03,4.565381550690610493e-09,4.950564451960591849e-09,0.000000000000000000e+00,0.000000000000000000e+00,7.869647149412448993e-12,7.869647149412448993e-12
1.477209811002351027e-02,1.548951944611822937e-02,1.477209811805110969e-02,1.548951945414582879e-02,3.873698577942031544e-03,3.789946202247049603e-03,3.878137242584591988e-03,3.870799846818363549e-03,7.020260732113532513e-03,7.828770933910196225e-03,1.557383354132741667e-09,2.463142619995671285e-09,0.000000000000000000e+00,0.000000000000000000e+00,8.027599835427859000e-12,8.027599835427859000e-12
9.734595326667577070e-03,1.012464280263527736e-02,9.734595334663141350e-03,1.012464281063084164e-02,1.225520022174255612e-03,1.302172019895255677e-03,1.274515601684018951e-03,1.343700130611628473e-03,7.234558571820858333e-03,7.478769303842066653e-03,1.130988445622476614e-09,1.348286326302296996e-09,0.000000000000000000e+00,0.000000000000000000e+00,7.995564428857895294e-12,7.995564428857895294e-12
7.324718153991040433e-03,8.534776213638300621e-03,7.324718161993276459e-03,8.534776221640536648e-03,4.203751246252338653e-04,4.493452294726237115e-04,4.617869333792785978e-04,5.045460938157605296e-04,6.442555668609045716e-03,7.580883880525663733e-03,4.273774822686883307e-10,1.009824251532260933e-09,0.000000000000000000e+00,0.000000000000000000e+00,8.002236266027940966e-12,8.002236266027940966e-12
7.966241246374605386e-03,8.281779362762047361e-03,7.966241254383405607e-03,8.281779370770847581e-03,3.016036848664753857e-04,3.043297254326829925e-04,3.790822753935377677e-04,3.865802622570691720e-04,7.285554947065817771e-03,7.590868679800280051e-03,3.390487754241359337e-10,6.952720155207541398e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.008800669853762007e-12,8.008800669853762007e-12
7.051213095909339250e-03,8.161719994196393185e-03,7.051213103917200117e-03,8.161720002204254920e-03,2.421544523353308257e-04,2.656823065816761652e-04,3.127452080684836816e-04,3.374561366264854914e-04,6.496312978312428210e-03,7.558580882438630487e-03,4.571930965736812689e-10,6.685496007908001844e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.007861147151215443e-12,8.007861147151215443e-12
9.716142748261564349e-03,8.173615496347956186e-03,9.716142756273405540e-03,8.173615504359797376e-03,2.727629941170153934e-04,2.457584458941797613e-04,3.749347449706256054e-04,3.352106438097381168e-04,9.068444417632605739e-03,7.592645770000727538e-03,5.915413182028976898e-10,6.366433109050011920e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.011841837050172649e-12,8.011841837050172649e-12
9.217554984582104413e-03,8.102017827452406493e-03,9.217554992594311630e-03,8.102017835464613710e-03,2.192273656773176163e-04,2.217889464195580372e-04,2.900736099607457703e-04,3.048725132734648861e-04,8.708253705914430209e-03,7.575355779340156408e-03,3.030296094931203229e-10,5.884192268756023451e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.012206636623490185e-12,8.012206636623490185e-12
