-5.440476873253257545e-02,-1.578442717578957544e-01
3.742699500715603901e-03,-3.628918571184335806e-01
1.965066283798685698e-01,-1.926408274861405451e-02
8.016813160869841470e-02,2.008518673903416096e-01
-2.074703889750145192e-01,1.071908000604864103e-01
2.804877434266005443e-01,6.752624451333527622e-01
-9.066898268714814746e-01,3.215289686484055220e-01
-7.587540409307707012e-01,4.054485024392602555e-02
-9.129738580734733655e-02,-4.897490538720566389e-01
2.084462330879684744e-01,-3.885801535303395893e-01
-1.967056612369960933e-01,1.840607350310162205e-01
-7.089540524279591693e-01,-1.826214456261410490e-01
5.956730989213974287e-02,-1.099404080014838858e-01
1.389999715226945647e-02,-3.799370328170528777e-01
9.517555336434148083e-01,2.399378205422021959e-01
7.234993391949974539e-02,-3.031634371244387172e-01
-2.770815343277089476e-02,2.647330426006794246e-02
-2.667129807938425218e-02,-2.357426198377823162e-02
1.877780310733808133e-01,-1.868486817969368941e-01
-4.009364242867201611e+00,4.382105279911226448e-01
