-3.605599518655734359e-01,-1.054102502216062998e-01
2.148522405074015929e-01,-5.231702769451439250e-02
-4.345766584056680037e-01,-1.873456795041219258e-01
-1.970451234926071660e-01,4.657649481019043858e-02
1.871679131361914661e-01,1.741837501387733800e-01
-9.031282213611899756e-01,-1.087476555702342196e-01
-2.605476358556090832e-01,-1.560402159791978438e-01
-9.254820570033623905e-01,-2.002554281820321525e-01
-1.055461772736350223e-01,-1.089390860438913394e-01
1.412610677656069291e-01,1.494669768634064588e-01
-6.293524264729245532e-01,-2.318185489233280661e-01
-1.102497894148978252e+00,-1.101892584943246489e-01
1.708956933733277728e+00,-7.537885847592545874e-01
1.016398655108516486e-01,-2.402547504141735318e-02
3.041515217374184843e+00,7.327784443400225944e-01
3.355304418523628873e-02,-3.899837964440202448e-02
1.188307248938399896e+00,3.017867203813787702e-01
-1.139267232240237793e-01,2.025766655608204903e-01
-3.902296879699577725e-01,-3.035432353459234789e-01
1.797207067177702289e+00,3.900389605235692891e-01
