-1.879480411828815881e-02,-5.091688497031070931e-02,5.557122342145914828e-02,-7.351953194085616983e-02,-4.009614379278085561e-02,1.553837280711832872e-02
5.473698252887712438e-03,-1.714032557723690203e-02,3.157739399058667046e-02,6.570585419361026254e-03,3.809024617782976602e-02,6.170876557106226221e-03
-2.388991180160835240e-02,-8.515442227617629409e-03,1.010298722868556605e-02,2.099177950976494067e-02,-3.099021383662183167e-03,-4.226725575144767849e-02
-8.752979012369922762e-02,5.385801005117747328e-03,1.990796155267364823e-02,5.712766720680260459e-03,3.268417394105335196e-03,-2.940840169374592597e-02
-3.739949265997526834e-02,-5.710228454065106179e-02,3.827412537068360793e-03,1.640110862701274486e-02,-7.015106337135759706e-02,1.409382637520353171e-02
-6.903221031247782323e-03,-7.339268765700231005e-03,-3.989291895990026982e-02,1.684737321051473988e-02,-4.843888670043255962e-02,-5.369332586659131268e-02
4.362652930423750741e-02,-8.467064328923457756e-03,-3.317961609850605953e-02,-6.719562038273346749e-02,1.405866568255803063e-04,2.160388207262237126e-02
6.403915662857137536e-02,-4.114801664625806349e-02,-4.839270461782552157e-02,-3.829214356132411984e-02,-1.720754675973516085e-02,5.248206629080629654e-02
-3.362172495075764489e-02,4.497224663807753570e-02,5.059662200950627853e-02,-2.381667336648458227e-02,-1.129088112587383133e-02,2.588372693385190826e-02
-7.026282592380681848e-03,1.308417541248571656e-03,5.243812642538873969e-02,6.030753055517774214e-02,-2.045158788222049134e-02,-1.252868215306614241e-02
-5.847584650305092530e-02,-1.438878693778631798e-02,5.731225968649420605e-03,-6.951718381600810459e-02,-1.903261393210044922e-02,-1.745939958001038045e-02
-1.754372488620260101e-02,-8.458586072024395705e-03,3.400321795573237743e-02,1.322311720995571482e-01,2.917950059211327218e-02,-1.320997421046819081e-02
-2.132556704106121914e-01,2.529841743319537900e-02,1.355731977344211935e-02,-6.738491682014689788e-02,1.250645319757749327e-02,-7.383897169863556931e-02
-6.711885730079822365e-02,-2.800347945487416043e-02,4.284275846901544268e-03,-1.439958549345933536e-01,-3.098495802886827577e-02,-1.351644620726677980e-02
-6.492428593544838367e-02,1.189829821826724095e-02,-1.534660912074157883e-02,-6.976932664697195474e-02,8.537893207772571675e-04,-2.821388393863400595e-02
9.969368344118140213e-02,-4.460772254709957640e-02,6.183320269999077745e-02,4.887070685060657810e-02,3.392143644346306414e-02,-5.580881139898760321e-03
1.170737949867373395e-01,-1.671419350076683297e-02,4.612450059369637562e-02,1.420011468301075053e-01,-6.455624316781444043e-03,3.118228869481275839e-02
-1.301922950383892497e-01,9.096639439480299488e-03,6.814540606715699389e-03,-4.721666178847173934e-02,-3.334678240453253870e-03,-4.190028152369811715e-02
-2.252174391371901951e-01,1.237904191499985228e-02,1.363760462813317330e-02,-3.421449590527304158e-02,1.704572898425094074e-02,-4.862298968135637944e-02
1.568028503455174416e-01,-6.659746055618824892e-03,-4.895005813885456442e-02,3.554912929551266171e-02,3.079764916571258587e-02,8.981565583771426720e-02
